id_attacker_group,attacker_group
3394,Tripoli Province of the Islamic State
3395,Tripoli Revolutionaries Battalion
3396,Tripura Group
3397,Tripura National Volunteers (TNV)
3398,Tripura Nationalists
3399,Tripura Separatists
3400,Tritiya Prastuti Committee (TPC)
3401,Tuareg extremists
3402,Tuareg Guerrillas
3403,Tucayana Amerindians
3404,Tulawie Clan
3405,Tunisian Armed Resistance
3406,Tupac Amaru Revolutionary Movement (MRTA)
3407,Tupac Katari Guerrilla Army (EGTK)
3408,Tupamaro Revolutionary Movement
3409,Tupamaros (Uruguay)
3410,Turkestan Islamic Party
3411,Turkish Communist Party/Marxist (TKP-ML)
3412,Turkish Communist Workers Party
3413,Turkish Hezbollah
3414,Turkish Islamic Commandos
3415,Turkish Islamic Jihad
3416,Turkish Leftists
3417,Turkish Marxist Workers Party
3418,Turkish People's Liberation Army
3419,Turkish People's Liberation Front (TPLF)(THKP-C)
3420,Turkish radicals
3421,Turkish Revenge Brigade
3422,Turkish Revolutionaries
3423,Turkish separatists (probably Kurds)
3424,Turkish-backed militia
3425,Turks
3426,Turks of Western Thrace
3427,Tutsi extremists
3428,Twa Militia
3429,Twigwaneho militia
3430,Tyrol Separatists
3431,Tyrolean Defense League
3432,U/I Asian Gang
3433,U/I Catholic Traditionalists
3434,U/I Islamic Separatists
3435,U/I Liberian Gunmen
3436,U/I Liberians
3437,U/I Militia Group led by Raul Martinez
3438,U/I Private army of wral politician
3439,U/I Snipers
3440,U/I Somali Militiamen
3441,U/l men
3442,Uganda Democratic Christian Army (UDCA)
3443,Uganda Federal Army
3444,Uganda Federal Democratic Alliance (UFEDA)
3445,Uganda Freedom Movement (UFM)
3446,Uganda National Liberation Front (UNLF)
3447,Uganda People's Army
3448,Ugandan People's Democratic Army
3449,Ugandan Rebels
3450,Uighur Liberation Organization
3451,Uighur Separatists
3452,Ujjan Tribe
3453,Ukrainian Insurgent Army
3454,Ukrainian Liberation Front
3455,Ukrainian nationalists
3456,Ulster Freedom Fighters (UFF)
3457,Ulster Volunteer Force (UVF)
3458,Ultra Conservative Clerical Group
3459,"Ultra Nationalist Group, name not given"
3460,Umar al-Mukhtar Martyr Forces
3461,Umbane People's Liberation Army (Swaziland)
3462,Ummah Liberation Army
3463,Unarmed Algerian
3464,Unemployed Persons
3465,Unidad Militar Bolivariana
3466,Unidentified Infiltrators
3467,Unification Army Sons Brigade
3468,Unified Communist Party of Nepal (Maoist)
3469,Unified Kurdish Socialist Party
3470,Unified Workers Command
3471,Union Du People Corse
3472,Union for Peace in Central Africa (UPC)
3473,Union Guerrera Blanca (UGB)
3474,Union members
3475,Union of Chadian Forces (UFNT)
3476,Union of Congolese Patriots (UPC)
3477,Union of Democratic Forces
3478,Union of Forces for Democracy and Development (UFDD)
3479,Union of Galilee Christians
3480,Union of Patriots for the Defense of Innocents (UPDI)
3481,Union of Peaceful Citizens of Algeria
3482,Union of Peoples and Organizations of the State of Guerrero (UPOEG)
3483,Union of Revolutionary Communists in Turkey (TIKB)
3484,Union of the People (UDP)
3485,Union of the Peoples of the Arabian Peninsula
3486,Union of Young Kurdish Revolutionaries
3487,Union Parishad
3488,Unione di u Populu Corsu (UPC)
3489,United Achik Liberation Army (UALA)
3490,United Achik National Front (UANF)
3491,United Action Council
3492,United Arab Revolution
3493,United Aryan Empire
3494,United Baloch Army (UBA)
3495,United Bengali Liberation Front (UBLF)
3496,United Constitutional Patriots
3497,United Democratic Front (UDF)
3498,United Democratic Liberation Army (UDLA)
3499,United Democratic Madhesi Front (UDMF)
3500,United Democratic Terai Liberation Front (UDTLF)
3501,United Freedom Front (UFF)
3502,United Front for Democracy Against Dictatorship
3503,United Front for Democratic Change (FUC)
3504,United Front for Nigeria's Liberation (UFNL)
3505,United Garo Security Force (UGSF)
3506,United Gorkha People's Organization (UGPO)
3507,United Janatantrik Terai Mukti Morcha (U-JTMM)
3508,United Jewish Underground
3509,United Jihad Council
3510,United Karbi Liberation Army (UKLA)
3511,United Kuki Liberation Front (UKLF) - India
3512,United Liberation Front for the New Algeria
3513,United Liberation Front of Assam (ULFA)
3514,United Liberation Front of Barak Valley (ULFBV) - India
3515,United Liberation Movement for Democracy in Liberia (ULIMO)
3516,United Liberation Torchbearers Forces
3517,United Nasirite Organizaiton
3518,United National Liberation Front (UNLF)
3519,United National Liberation Front of WESEA (UNLFW)
3520,United National Party
3521,United Nicaraguan Opposition
3522,United Party for National Development (UPND)
3523,United People's Democratic Front (UPDF) - Bangladesh
3524,United People's Democratic Solidarity (UPDS)
3525,United People's Front
3526,United Popular Action Front (FAPU)
3527,United Popular Action Movement
3528,United Popular Liberation Army of America
3529,United Reformation Protest of India
3530,United Revolutionary Front
3531,United Self Defense Units of Colombia (AUC)
3532,United Somali Congress
3533,United Students Forum
3534,United Tribal Liberation Army (UTLA)
3535,United Wa State Army
3536,Universal Liberation Front
3537,Universal Proutist Revolutionary Federation
3538,Unk (men in army uniforms with arms and gas masks)
3539,Unk Iranian Guerrillas
3540,Unknown
3541,Unrepentant Anarchists
3542,Unsubordinated Desires
3543,"Up the IRS, Inc"
3544,Urban Guerrilla War
3545,Urban Guerrillas
3546,Urhobo Gbagbako
3547,Urhobo Revolutionary Army
3548,Valais Group Against Hydro-Rhone
3549,Vandalicia Teodoro Suarez
3550,Vanguard of Red Youth (AKM)
3551,Vanguards of the Caliphate
3552,Vanuatu Mobile Force (VMF)
3553,Venceremos
3554,Venezuela Cartel
3555,Vengence Party
3556,Veterans United for Non-Religious Memorials
3557,Vetevendosje
3558,Vietnamese
3559,Vietnamese Detainees
3560,Vietnamese Organization to Exterminate Communists and Restore the Nation
3561,Vietnamese Refugees
3562,Vigilante Group
3563,Vigorous Burmese Student Warriors
3564,Village League
3565,Villagers
3566,Vincente Mecha Revolutionary Christians
3567,Vishwa Hindu Parishad (VHP)
3568,Viviana Gallardo Command
3569,Volunteers of Innocent People of Nagas (VIPN)
3570,Vulkangruppe NetzHerrschaft zerreissen
3571,Vyborg Brigade
3572,Wahhabi Movement
3573,Waltraud Boock Group
3574,Wampis extremists
3575,War Veterans
3576,We Who Built Sweden
3577,"Weather Underground, Weathermen"
3578,Wehrsportgruppe Hoffmann
3579,Weichan Auka Mapu
3580,Welsh Extremists
3581,Welsh nationalists
3582,West Indonesia Mujahideen
3583,West Nile Bank Front (WNBF)
3584,West Side Boys
3585,Western Somalia Liberation Front
3586,White Guard
3587,White Legion (Ecuador)
3588,White Legion (Georgia)
3589,White Liberation Army
3590,White Mercenaries
3591,White Panther Party
3592,White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia
3593,White supremacists/nationalists
3594,White Wolves
3595,Wild Cats
3596,Wild Freedom
3597,Wild Geese of the Cities
3598,Wild Individualities
3599,Wit Kommando
3600,Wolves of Islam
3601,Women's Protection Units (YPJ)
3602,"Worker Autonomy, Continuous Struggle"
3603,Worker Counterpower
3604,Worker's Brigade
3605,Workers Brigade for Communism
3606,Workers of the Company
3607,Workers Power
3608,Workers' Forces of Liberation
3609,Workers' Organization for Communism
3610,Workers' Revolutionary Party
3611,Workers' Self-Defense Movement (MAO)
3612,Workers/Employees
3613,Working People's Alliance (WPA)
3614,World Church of the Creator
3615,World Punishment Organization
3616,Worldwide Organization of Native Taiwanese
3617,Wrath of Olives
3618,Xhosa Tribal Workers
3619,Yakariya Bango Insurgent Group
3620,Yamaguchi-Gumi Gang
3621,Yarmouk Martyrs Brigade
3622,Yatama
3623,Yazbik Revolutionary Organization
3624,Yazidi extremists
3625,Yekbun
3626,Yellow Organization of Air Force Officers
3627,Yemenis
3628,Yich Telga
3629,Yimchunger Liberation Front (YLF)
3630,Yokoku Seiwa-Kai
3631,Young Brigade of Navarro
3632,Young Communist League
3633,Young Cuba
3634,Young Liberators of Pattani
3635,Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP)
3636,Young Pioneers
3637,Youth Action Group
3638,Youth for Revolution
3639,Youth Gang
3640,Youth Movement for the Total Liberation of Azawad
3641,Youth of Islamic Awakening
3642,Youth of the Land of Egypt
3643,Youth of the Star
3644,Youths
3645,Youths of Ali Movement
3646,Zaghawa extremists
3647,Zagros Eagles
3648,Zairian Dissidents
3649,Zapatista National Liberation Army
3650,Zarate Willka Armed Forces of Liberation
3651,Zawiya Martyrs Brigade
3652,Zebra killers
3653,Zehri Youth Force (ZYF)
3654,Zeliangrong United Front
3655,Zemun Clan
3656,Zero Point
3657,Zero Tolerance
3658,Zetas
3659,Zimbabwe African Nationalist Union (ZANU)
3660,Zimbabwe African People's Union
3661,Zimbabwe Guerrillas
3662,Zimbabwe Patriotic Front
3663,Zimbabwe People's Army (ZIPA)
3664,Zintani Militia
3665,Zionist Resistance Fighters
3666,Zomi Revolutionary Army (ZRA)
3667,Zulu Militants
3668,Zulu Miners
3669,Zuwar al-Imam Rida
3670,Zviadists
3671,Zwai Tribe
